source_taxon_name	source_taxon_external_id	source_taxon_path	interaction_type	target_taxon_name	target_taxon_external_id	target_taxon_path	latitude	longitude	study	study_title	_query_role	_query_name	_query_input_taxon
Helarctos malayanus	NCBI:9634	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Boreoeutheria | Laurasiatheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	hasPathogen	Zika virus	NCBI:64320	root | Viruses | Riboviria | Orthornavirae | Kitrinoviricota | Flasuviricetes | Amarillovirales | Flaviviridae | Flavivirus | Zika virus			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	NCBI:9634	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Boreoeutheria | Laurasiatheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Insecta	NCBI:50557	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Mandibulata | Pancrustacea | Hexapoda | Insecta			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	NCBI:9634	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Boreoeutheria | Laurasiatheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	hasParasite	Baylisascaris transfuga	COL:9HHLZ	Biota | Animalia | Nematoda | Chromadorea | Chromadoria | Rhabditida | Spirurina | Ascaridomorpha | Ascaridoidea | Ascarididae | Baylisascaris | Baylisascaris transfuga			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	NCBI:9634	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Boreoeutheria | Laurasiatheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	hostOf	Ursid gammaherpesvirus 1	NCBI:1226368	root | Viruses | Duplodnaviria | Heunggongvirae | Peploviricota | Herviviricetes | Herpesvirales | Herpesviridae | Gammaherpesvirinae | unclassified Gammaherpesvirinae | Ursid gammaherpesvirus 1			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	NCBI:9634	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Boreoeutheria | Laurasiatheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	hostOf	Genomoviridae sp.	NCBI:2202565	root | Viruses | Monodnaviria | Shotokuvirae | Cressdnaviricota | Repensiviricetes | Geplafuvirales | Genomoviridae | unclassified Genomoviridae | Genomoviridae sp.			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	NCBI:9634	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Boreoeutheria | Laurasiatheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	hostOf	Foot-and-mouth disease virus	NCBI:12110	root | Viruses | Riboviria | Orthornavirae | Pisuviricota | Pisoniviricetes | Picornavirales | Picornaviridae | Caphthovirinae | Aphthovirus | Foot-and-mouth disease virus			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Cocos	IRMNG:1302441	Plantae | Magnoliophyta | Liliopsida | Arecales | Arecaceae | Cocos			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Oniscidea	ITIS:93223	Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Isopoda | Oniscidea			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Magnoliopsida	IRMNG:1102	Plantae | Magnoliophyta | Magnoliopsida			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Mammalia	IRMNG:1310	Animalia | Chordata | Mammalia			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Vertebrata	IRMNG:1086832	Plantae | Rhodophyta | Florideophyceae | Ceramiales | Rhodomelaceae | Vertebrata			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Gallus	IRMNG:1278118	Animalia | Chordata | Aves | Galliformes | Phasianidae | Gallus			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Cocos nucifera	IRMNG:10589878	Plantae | Magnoliophyta | Liliopsida | Arecales | Arecaceae | Cocos | Cocos nucifera			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Animalia	ITIS:202423	Animalia			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Rodentia	IRMNG:11808	Animalia | Chordata | Mammalia | Rodentia			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Manihot esculenta	IRMNG:11022519	Plantae | Magnoliophyta | Magnoliopsida | Malpighiales | Euphorbiaceae | Manihot | Manihot esculenta			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Ipomoea batatas	IRMNG:11163862	Plantae | Magnoliophyta | Magnoliopsida | Solanales | Convolvulaceae | Ipomoea | Ipomoea batatas			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Apoidea	ITIS:154344	Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Hymenoptera | Apocrita | Aculeata | Apoidea			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Arecaceae	IRMNG:114569	Plantae | Magnoliophyta | Liliopsida | Arecales | Arecaceae			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Aves	IRMNG:1142	Animalia | Chordata | Aves			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Clitellata	ITIS:568832	Animalia | Bilateria | Protostomia | Lophozoa | Annelida | Clitellata			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	eats	Termitidae	IRMNG:104912	Animalia | Arthropoda | Insecta | Isoptera | Termitidae			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	hasParasite	Haemaphysalis nadchatrami	COL:3J7Y9	Biota | Animalia | Arthropoda | Arachnida | Parasitiformes | Ixodida | Ixodidae | Haemaphysalis | Haemaphysalis nadchatrami			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	hasParasite	Amblyomma testudinarium	COL:CMJJ	Biota | Animalia | Arthropoda | Arachnida | Parasitiformes | Ixodida | Ixodidae | Amblyomma | Amblyomma testudinarium			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	hasParasite	Rhipicephalus pilans	COL:6X5H7	Biota | Animalia | Arthropoda | Arachnida | Parasitiformes | Ixodida | Ixodidae | Rhipicephalus | Rhipicephalus pilans			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	hasParasite	Amblyomma	COL:TH2	Biota | Animalia | Arthropoda | Arachnida | Parasitiformes | Ixodida | Ixodidae | Amblyomma			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	COL:9GR29	Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Carnivora | Caniformia | Ursidae | Helarctos | Helarctos malayanus	hasParasite	Dermacentor auratus	COL:34WLT	Biota | Animalia | Arthropoda | Arachnida | Parasitiformes | Ixodida | Ixodidae | Dermacentor | Dermacentor auratus			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	interactsWith	Aves	EOL:695	Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Aves			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	interactsWith	Mammalia	EOL:1642	Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	interactsWith	Annelida	IRMNG:234	Animalia | Annelida			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	interactsWith	Insecta	EOL:344	Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	interactsWith	Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	hasPathogen	Chromobacterium violaceum	EOL:974461	Life | Cellular Organisms | Bacteria | Proteobacteria | Betaproteobacteria | Neisseriales | Chromobacteriaceae | Chromobacterium group | Chromobacterium | Chromobacterium violaceum			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	hasPathogen	Neorickettsia helminthoeca	EOL:976551	Life | Cellular Organisms | Bacteria | Proteobacteria | Alphaproteobacteria | Rickettsiales | Anaplasmataceae | Neorickettsia | Neorickettsia helminthoeca			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	hasPathogen	Foot-and-mouth disease virus	EOL:540516	Life | Viruses | Picornavirales | Picornaviridae | Aphthovirus | Foot-and-mouth disease virus			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Syzgium	no:match				null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Ochanostachys amentaceae	no:match				null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Syzigium tawahense	no:match				null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Alangium ridley	no:match				null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Eugenia polyanthe	no:match				null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Polydocarpus	no:match				null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Baccaurea macrocapra	no:match				null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Knema laterica	no:match				null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Deaemonorops	no:match				null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Xerospermum norhonianum	no:match				null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Magnoliaceae	IRMNG:112970	Plantae | Magnoliophyta | Magnoliopsida | Magnoliales | Magnoliaceae			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Durio oxleyanus	COL:383VX	Biota | Plantae | Tracheophyta | Magnoliopsida | Malvales | Malvaceae | Helicteroideae | Durio | Durio oxleyanus			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Madhuca kingiana	COL:6R3LW	Biota | Plantae | Tracheophyta | Magnoliopsida | Ericales | Sapotaceae | Madhuca | Madhuca kingiana			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Artocarpus lamellosus	COL:9XRHG	Biota | Plantae | Tracheophyta | Magnoliopsida | Rosales | Moraceae | Artocarpus | Artocarpus lamellosus			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Baccaurea bracteata	COL:67Z2M	Biota | Plantae | Tracheophyta | Magnoliopsida | Malpighiales | Phyllanthaceae | Baccaurea | Baccaurea bracteata			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Artocarpus anisophyllus	COL:H248	Biota | Plantae | Tracheophyta | Magnoliopsida | Rosales | Moraceae | Artocarpus | Artocarpus anisophyllus			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Knema	IRMNG:1063367	Plantae | Magnoliophyta | Magnoliopsida | Magnoliales | Myristicaceae | Knema			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Ficus lowii	GBIF:5571903	Plantae | Tracheophyta | Magnoliopsida | Rosales | Moraceae | Ficus | Ficus lowii			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Litsea cordata	COL:3VN28	Biota | Plantae | Tracheophyta | Magnoliopsida | Laurales | Lauraceae | Litsea | Litsea cordata			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Garcinia parvifolia	GBIF:8397536	Plantae | Tracheophyta | Magnoliopsida | Malpighiales | Clusiaceae | Garcinia | Garcinia parvifolia			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Santiria tomentosa	COL:79KD8	Biota | Plantae | Tracheophyta | Magnoliopsida | Sapindales | Burseraceae | Santiria | Santiria tomentosa			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Dehaasia	IRMNG:1298501	Plantae | Magnoliophyta | Magnoliopsida | Laurales | Lauraceae | Dehaasia			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Hornstedtia	COL:8VYCJ	Biota | Plantae | Tracheophyta | Liliopsida | Zingiberales | Zingiberaceae | Hornstedtia			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Korthalsia	COL:8VYN2	Biota | Plantae | Tracheophyta | Liliopsida | Arecales | Arecaceae | Korthalsia			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Dialium indum	COL:358ZF	Biota | Plantae | Tracheophyta | Magnoliopsida | Fabales | Fabaceae | Dialium | Dialium indum			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Mangifera similis	COL:6QSML	Biota | Plantae | Tracheophyta | Magnoliopsida | Sapindales | Anacardiaceae | Mangifera | Mangifera similis			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Pternandra	IRMNG:1290331	Plantae | Magnoliophyta | Magnoliopsida | Myrtales | Melastomataceae | Pternandra			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Walsura	IRMNG:1291751	Plantae | Magnoliophyta | Magnoliopsida | Sapindales | Meliaceae | Walsura			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Borassodendron borneense	COL:MJ9V	Biota | Plantae | Tracheophyta | Liliopsida | Arecales | Arecaceae | Borassodendron | Borassodendron borneense			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Willughbeia angustifolia	COL:5BZP7	Biota | Plantae | Tracheophyta | Magnoliopsida | Gentianales | Apocynaceae | Rauvolfioideae | Willughbeia | Willughbeia angustifolia			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Monocarpia kalimantanensis	COL:4454G	Biota | Plantae | Tracheophyta | Magnoliopsida | Magnoliales | Annonaceae | Monocarpia | Monocarpia kalimantanensis			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Quercus argentata	IRMNG:10707495	Plantae | Magnoliophyta | Magnoliopsida | Fagales | Fagaceae | Quercus | Quercus argentata			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Dysoxylum	IRMNG:1072603	Plantae | Magnoliophyta | Magnoliopsida | Sapindales | Meliaceae | Dysoxylum			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Durio graveolens	COL:383VK	Biota | Plantae | Tracheophyta | Magnoliopsida | Malvales | Malvaceae | Helicteroideae | Durio | Durio graveolens			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Xerospermum	IRMNG:1044365	Plantae | Magnoliophyta | Magnoliopsida | Sapindales | Sapindaceae | Xerospermum			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Marantaceae	IRMNG:113104	Plantae | Magnoliophyta | Liliopsida | Zingiberales | Marantaceae			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Calamus rotang	IRMNG:11428635	Plantae | Magnoliophyta | Liliopsida | Arecales | Arecaceae | Calamus | Calamus rotang			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Durio lanceolatus	COL:383VP	Biota | Plantae | Tracheophyta | Magnoliopsida | Malvales | Malvaceae | Helicteroideae | Durio | Durio lanceolatus			null		source	Helarctos malayanus	Helarctos malayanus
Helarctos malayanus	IRMNG:10789861	Animalia | Chordata | Mammalia | Carnivora | Ursidae | Helarctos | Helarctos malayanus	eats	Horsfieldia	IRMNG:1270190	Plantae | Magnoliophyta | Magnoliopsida | Magnoliales | Myristicaceae | Horsfieldia			null		source	Helarctos malayanus	Helarctos malayanus
