source_taxon_name	source_taxon_external_id	source_taxon_path	interaction_type	target_taxon_name	target_taxon_external_id	target_taxon_path	latitude	longitude	study	study_title	_query_role	_query_name	_query_input_taxon
Macaque simian foamy virus	NCBI:338478	root | Viruses | Riboviria | Pararnavirae | Artverviricota | Revtraviricetes | Ortervirales | Retroviridae | Spumaretrovirinae | Spumavirus | Macaque simian foamy virus	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Primate T-lymphotropic virus 1	NCBI:194440	root | Viruses | Riboviria | Pararnavirae | Artverviricota | Revtraviricetes | Ortervirales | Retroviridae | Orthoretrovirinae | Deltaretrovirus | Primate T-lymphotropic virus 1	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Simian foamy virus	NCBI:11642	root | Viruses | Riboviria | Pararnavirae | Artverviricota | Revtraviricetes | Ortervirales | Retroviridae | Spumaretrovirinae | Spumavirus | Simian foamy virus	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Primate erythroparvovirus 2	WD:Q18973838	Biota | Virus | Parvoviridae | Parvovirinae | Erythroparvovirus | Primate erythroparvovirus 2	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Betapapillomavirus 6	COL:LNQL	Viruses | Monodnaviria | Shotokuvirae | Cossaviricota | Papovaviricetes | Zurhausenvirales | Papillomaviridae | Firstpapillomavirinae | Betapapillomavirus | Betapapillomavirus 6	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Adeno-associated dependoparvovirus A	WD:Q18973777	Biota | Virus | Parvoviridae | Parvovirinae | Dependoparvovirus | Adeno-associated dependoparvovirus A	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Betapolyomavirus macacae	NCBI:1891767	root | Viruses | Monodnaviria | Shotokuvirae | Cossaviricota | Papovaviricetes | Sepolyvirales | Polyomaviridae | Betapolyomavirus | Betapolyomavirus macacae	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Simian mastadenovirus A	WD:Q18965914	Biota | Virus | Adenoviridae | Mastadenovirus | Simian mastadenovirus A	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Hepatovirus A	COL:3KW2L	Viruses | Riboviria | Orthornavirae | Pisuviricota | Pisoniviricetes | Picornavirales | Picornaviridae | Hepatovirus | Hepatovirus A	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Human mastadenovirus G	WD:Q18965885	Biota | Virus | Adenoviridae | Mastadenovirus | Human mastadenovirus G	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Sapelovirus B	COL:79JW8	Viruses | Riboviria | Orthornavirae | Pisuviricota | Pisoniviricetes | Picornavirales | Picornaviridae | Sapelovirus | Sapelovirus B	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Cercopithecine alphaherpesvirus 9	WD:Q24808696	Biota | Virus | Herpesvirales | Herpesviridae | Alphaherpesvirinae | Varicellovirus | Cercopithecine alphaherpesvirus 9	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Macacine betaherpesvirus 3	WD:Q24808727	Biota | Virus | Herpesvirales | Herpesviridae | Betaherpesvirinae | Cytomegalovirus | Macacine betaherpesvirus 3	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Bakau orthobunyavirus	COL:68CMW	Viruses | Riboviria | Orthornavirae | Negarnaviricota | Polyploviricotina | Ellioviricetes | Bunyavirales | Peribunyaviridae | Orthobunyavirus | Bakau orthobunyavirus	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Enterovirus A	NCBI:138948	root | Viruses | Riboviria | Orthornavirae | Pisuviricota | Pisoniviricetes | Picornavirales | Picornaviridae | Ensavirinae | Enterovirus | Enterovirus A	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Macacine alphaherpesvirus 1	NCBI:10325	root | Viruses | Duplodnaviria | Heunggongvirae | Peploviricota | Herviviricetes | Herpesvirales | Herpesviridae | Alphaherpesvirinae | Simplexvirus | Macacine alphaherpesvirus 1	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Influenza A virus	NCBI:11320	root | Viruses | Riboviria | Orthornavirae | Negarnaviricota | Polyploviricotina | Insthoviricetes | Articulavirales | Orthomyxoviridae | Alphainfluenzavirus | Influenza A virus	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Human gammaherpesvirus 4	NCBI:10376	root | Viruses | Duplodnaviria | Heunggongvirae | Peploviricota | Herviviricetes | Herpesvirales | Herpesviridae | Gammaherpesvirinae | Lymphocryptovirus | Human gammaherpesvirus 4	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Alphapapillomavirus 12	EOL:8614033	Life | Viruses | Zurhausenvirales | Papillomaviridae | Firstpapillomavirinae | Alphapapillomavirus | Alphapapillomavirus 12	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Reston ebolavirus	EOL:741153	Life | Viruses | Mononegavirales | Filoviridae | Ebolavirus | Reston ebolavirus	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Helicobacter macacae	EOL:11732635	Life | Cellular Organisms | Bacteria | Proteobacteria | delta/epsilon subdivisions | Epsilonproteobacteria | Campylobacterales | Helicobacteraceae | Helicobacter | Helicobacter macacae	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Simian parvovirus	IRMNG:11460795	| Parvoviridae | Erythrovirus | Simian parvovirus	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Brachyspira aalborgi	EOL:973479	Life | Cellular Organisms | Bacteria | Spirochaetes | Spirochaetia | Brachyspirales | Brachyspiraceae | Brachyspira | Brachyspira aalborgi	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Shigella dysenteriae	EOL:972637	Life | Cellular Organisms | Bacteria | Proteobacteria | Gammaproteobacteria | Enterobacterales | Enterobacteriaceae | Shigella | Shigella dysenteriae	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Nocardia asteroides	EOL:971637	Life | Cellular Organisms | Bacteria | Actinobacteria | Corynebacteriales | Nocardiaceae | Nocardia | Nocardia asteroides	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Burkholderia pseudomallei	EOL:976792	Life | Cellular Organisms | Bacteria | Proteobacteria | Betaproteobacteria | Burkholderiales | Burkholderiaceae | Burkholderia | pseudomallei group | Burkholderia pseudomallei	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Corynebacterium pseudotuberculosis	EOL:973955	Life | Cellular Organisms | Bacteria | Actinobacteria | Corynebacteriales | Corynebacteriaceae | Corynebacterium | Corynebacterium pseudotuberculosis	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Mason-Pfizer monkey virus	EOL:540041	Life | Viruses | Ortervirales | Retroviridae | Orthoretrovirinae | Betaretrovirus | Mason-Pfizer monkey virus	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Arenavirus	IRMNG:11460147	| Arenaviridae | Arenavirus |	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Aeromonas simiae	EOL:972381	Life | Cellular Organisms | Bacteria | Proteobacteria | Gammaproteobacteria | Aeromonadales | Aeromonadaceae | Aeromonas | Aeromonas simiae	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Yersinia pseudotuberculosis	EOL:8533111	Life | Cellular Organisms | Bacteria | Proteobacteria | Gammaproteobacteria | Enterobacterales | Yersiniaceae | Yersinia | Yersinia pseudotuberculosis complex | Yersinia pseudotuberculosis	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Shigella sonnei	EOL:972662	Life | Cellular Organisms | Bacteria | Proteobacteria | Gammaproteobacteria | Enterobacterales | Enterobacteriaceae | Shigella | Shigella sonnei	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Monkeypox virus	EOL:540224	Life | Viruses | Chitovirales | Poxviridae | Chordopoxvirinae | Orthopoxvirus | Monkeypox virus	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Bartonella quintana	EOL:975566	Life | Cellular Organisms | Bacteria | Proteobacteria | Alphaproteobacteria | Rhizobiales | Bartonellaceae | Bartonella | Bartonella quintana	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Corynebacterium ulcerans	EOL:973980	Life | Cellular Organisms | Bacteria | Actinobacteria | Corynebacteriales | Corynebacteriaceae | Corynebacterium | Corynebacterium ulcerans	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Morbillivirus	IRMNG:11460251	| Mononegavirales | Paramyxoviridae | Morbillivirus |	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Chikungunya virus	EOL:539963	Life | Viruses | Martellivirales | Togaviridae | Alphavirus | Chikungunya virus	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Eastern equine encephalitis virus	EOL:539960	Life | Viruses | Martellivirales | Togaviridae | Alphavirus | Eastern equine encephalitis virus	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Cowpox virus	EOL:540225	Life | Viruses | Chitovirales | Poxviridae | Chordopoxvirinae | Orthopoxvirus | Cowpox virus	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Rotavirus A	EOL:540063	Life | Viruses | Reovirales | Reoviridae | Sedoreovirinae | Rotavirus | Rotavirus A	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Shigella flexneri	EOL:972668	Life | Cellular Organisms | Bacteria | Proteobacteria | Gammaproteobacteria | Enterobacterales | Enterobacteriaceae | Shigella | Shigella flexneri	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Francisella tularensis	EOL:6976120	Life | Cellular Organisms | Bacteria | Proteobacteria | Gammaproteobacteria | Thiotrichales | Francisellaceae | Francisella | Francisella tularensis	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Mycobacterium leprae	EOL:971601	Life | Cellular Organisms | Bacteria | Actinobacteria | Corynebacteriales | Mycobacteriaceae | Mycobacterium | Mycobacterium leprae	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Dengue virus	EOL:541236	Life | Viruses | Amarillovirales | Flaviviridae | Flavivirus | Dengue virus	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Betapapillomavirus 1	EOL:8614036	Life | Viruses | Zurhausenvirales | Papillomaviridae | Firstpapillomavirinae | Betapapillomavirus | Betapapillomavirus 1	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Mycobacterium tuberculosis	EOL:6385875	Life | Cellular Organisms | Bacteria | Actinobacteria | Corynebacteriales | Mycobacteriaceae | Mycobacterium | Mycobacterium tuberculosis complex | Mycobacterium tuberculosis	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Mycobacterium bovis	COL:44W35	Biota | Bacteria | Posibacteria | Actinobacteria | Actinobacteridae | Actinomycetales | Corynebacterineae | Mycobacteriaceae | Mycobacterium | Mycobacterium bovis	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Mycobacterium avium	COL:44W2X	Biota | Bacteria | Posibacteria | Actinobacteria | Actinobacteridae | Actinomycetales | Corynebacterineae | Mycobacteriaceae | Mycobacterium | Mycobacterium avium	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Japanese encephalitis virus	EOL:541230	Life | Viruses | Amarillovirales | Flaviviridae | Flavivirus | Japanese encephalitis virus	pathogenOf	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Averrhoea carambola	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Adenia microphylla	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Alangium ridley	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Prunus polyastachya	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Nothaphoebe umelliflora	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Glycosmis chlororsperma	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Guoia pubescens	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Randia anisophyllea	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Milletia artropurpurea	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Milletia atropurpurea	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Derris thrysiflora	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
S. laevigata	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Fissisitigma latifolium	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Tinosperma crispa	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Deaemonorops didymophylla	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Castanopis wallichii	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Palaquium obotatum	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Ficus vilosa	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Aporusa fructescens	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Durio singaporiensis	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Acacia aurculiformis	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Cratoxylum cochinense	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Psytrochia ovoidea	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Urophyllum hirstum	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Planchonella maingay	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Durio zipethinus	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Prismatomeris tetranda	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Bauhinia sembifida	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Timonius walliachianus	no:match		eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Scolopia macrophylla	GBIF:3879170	Plantae | Tracheophyta | Magnoliopsida | Malpighiales | Salicaceae | Scolopia | Scolopia macrophylla	eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Macaranga diepenhorstii	COL:3WX8T	Biota | Plantae | Tracheophyta | Magnoliopsida | Malpighiales | Euphorbiaceae | Macaranga | Macaranga diepenhorstii	eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Garcinia calophylla	GBIF:3715318	Plantae | Tracheophyta | Magnoliopsida | Malpighiales | Clusiaceae | Garcinia | Garcinia calophylla	eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Gnetum latifolium	GBIF:2653172	Plantae | Tracheophyta | Gnetopsida | Gnetales | Gnetaceae | Gnetum | Gnetum latifolium	eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Scindapsus hederaceus	IRMNG:11088415	Plantae | Magnoliophyta | Liliopsida | Alismatales | Araceae | Scindapsus | Scindapsus hederaceus	eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Mastixia trichotoma	COL:3YDC9	Biota | Plantae | Tracheophyta | Magnoliopsida | Cornales | Nyssaceae | Mastixia | Mastixia trichotoma	eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Osmelia maingayi	COL:6SZTD	Biota | Plantae | Tracheophyta | Magnoliopsida | Malpighiales | Salicaceae | Osmelia | Osmelia maingayi	eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Pycnarrhena longifolia	COL:4QLZB	Biota | Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Menispermaceae | Menispermoideae | Pycnarrhena | Pycnarrhena longifolia	eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Litsea robusta	COL:3VNDH	Biota | Plantae | Tracheophyta | Magnoliopsida | Laurales | Lauraceae | Litsea | Litsea robusta	eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Memecylon paniculatum	COL:3ZNZZ	Biota | Plantae | Tracheophyta | Magnoliopsida | Myrtales | Melastomataceae | Olisbeoideae | Memecylon | Memecylon paniculatum	eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
Pterocymbium tinctorium var. javanicum	COL:5R2B8	Biota | Plantae | Tracheophyta | Magnoliopsida | Malvales | Malvaceae | Sterculioideae | Pterocymbium | Pterocymbium tinctorium | Pterocymbium tinctorium var. javanicum	eatenBy	Macaca fascicularis	IRMNG:10457856	Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Macaca | Macaca fascicularis			null		target	Macaca fascicularis	Macaca fascicularis
